,Unnamed: 0,Unnamed: 0.1,Jobtitle,Company,City,State,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,Salary,Rating,full_jd,worktype
87,87,87,2020,ALDI,Craigieburn,VIC,Craigieburn VIC,"Sun, 27 Sep 2020 15:50:29 GMT","A Retail Assistant at ALDI needs to be able to thrive in a fast paced, team environment and always be willing to go the extra mile for their customers and team.",https://au.indeed.com/viewjob?jk=48827c22c082a47f&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-37.6,144.95,None,3.6,"At ALDI, our people are the key to our success.
We're looking for high energy team members who love to keep active and busy. A Retail Assistant at ALDI needs to be able to thrive in a fast paced, team environment and always be willing to go the extra mile for their customers and team. The role is physical in nature, so you'll need to enjoy hands-on work and meeting deadlines. Our shifts can start at 6am some mornings, and finish at 10pm others, so being flexible and available for those shifts is important. Being available to work any 5 out of 7 days is also something we are looking for. Finally, prior experience in a fast paced, retail environment will be viewed favourably; however a positive attitude and hardworking spirit are an absolute must.
What's in it for you?
Market leading remuneration - $25.31 per hour*
Be a part of a leading international retailer
Career opportunities in our rapidly growing store network including progression to Store Management Trainee
Extensive training and development.
Rotating roster and guaranteed contracted hours.
4 weeks annual leave
Work alongside friendly and supportive colleagues

You will be responsible for:
Maintaining and replenishing stock storewide
Operating manual pallet moving equipment
Merchandising stock storewide
Serving and assisting customers in a professional and efficient manner
Operating tills and calculating change manually

Hourly rate for Retail Assistants over 18 years of age.","<div class=""jobsearch-JobMetadataHeader-item""><span class=""icl-u-xs-mr--xs"">$25.31 an hour</span><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs""> -  Part-time</span></div>"
88,88,88,Customer Service Team Member,Woolworths Supermarkets,Springfield,QLD,Springfield QLD,"Tue, 29 Sep 2020 05:14:39 GMT","Whether you’re starting out, already on the way to achieving your goals or at the top of your game, we can help you build a brilliant retail career:",https://au.indeed.com/viewjob?jk=a1197a553ae39e99&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-27.6639,152.89700000000005,None,3.6,"Customer Service Team Member

Be it the checkout or customer service desk, you’re all about going the extra mile to serve our customers.

Woolworths, a job is never just a job.

It’s the start of something bigger. There are over 128,000 of us, in the biggest cities and the tiniest towns. And each of us have an important role to play. If you have a passion for great customer service, a hunger to make a tangible difference and you’re looking for a place to develop, you could be who we’re looking for.

Who we are

Joining Woolworths Supermarkets means being a part of the wider Woolworths Group, which includes the businesses of BWS, Dan Murphy’s, Big W, Cellarmasters, ALH Group and Countdown (NZ). Which means you won’t have one opportunity with us, you’ll have thousands.

Why work with us

Whether you’re starting out, already on the way to achieving your goals or at the top of your game, we can help you build a brilliant retail career: If you’ve got goals, we’ve got all you need to succeed. You’ll find over a thousand career options, plus the learning encouragement and support for you to grow. We’re a team that is there for each other. By working alongside people you can learn from, you’ll grow and develop in a fun, supportive environment. Working with a diverse range of people in an industry facing rapid change, you’ll gain real-world experience and grow as a person. Whether it’s making customers smile, supporting Aussie farmers, or playing an important role in your local community, you’ll be doing a little good every day at Woolworths.

When you will be needed
Meeting the needs of our customers is our number one priority and right now we need new team members who can work the hours below.

This casual role requires the successful applicant to be available to work during:

Weekdays: 4pm - 8pm
Weekends: 6am - 8pm

Flexible availability to work outside the indicated hours may be required as per business needs and peak trading period.

What makes you right for Woolies

The right attitude is everything....
Genuine passion for food & shoppingCustomer first mentalityLove of teamwork and growing with othersFlexible and adaptable to changeWilling to work and reliable

Joining the Group

As an inclusive, team-first company, our people are at the core of everything we do.

We care deeply about creating a workplace where our team members feel valued, respected and empowered. We are committed to providing equal opportunity regardless of gender identity, ethnicity, disability, sexual orientation or life stage and we are proud to be recognised as a Gold Tier Employer in the Australian Workplace Equality Index for LGBTI inclusion.
As our Group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference.

We value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing.

We work hard to create a safe and inclusive environment for all, and most importantly, we're all about creating better experiences – for our customers and for each other.

We’d love to hear from You

If you meet a number of the requirements, but not all, we encourage you to submit your application. You can learn more about working with us on LinkedIn or via www.wowcareers.com.au. #LI

Our Talent Acquisition Team and Hiring Leaders kindly request no unsolicited resumes or approaches from Recruitment Agencies. Woolworths Group is not responsible for any fees related to unsolicited resumes.","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
89,89,89,Team Member,Spotlight,Frankston,VIC,Frankston VIC,"Mon, 28 Sep 2020 07:29:45 GMT","Starting as a single dress fabric stall at Queen Victoria Market, we have now grown to over 130 stores across Australasia. As a casual team member, you will be:",https://au.indeed.com/viewjob?jk=00f8f30ec164c118&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-38.13333,145.11667,None,3.6,"Spotlight has grown to become the largest fabric, craft, party and home decorating superstores. Starting as a single dress fabric stall at Queen Victoria Market, we have now grown to over 130 stores across Australasia. Our culture is all about our people, get ready to start your career at Australia's leading specialty retailer today!

If you have the kind of get up and go that helped us grow from a family-run market stall to one of the country’s most successful family-owned global retailers, you’ll feel right at home as a Spotlight Team Member.


As a casual team member, you will be:

Dedicated to providing great customer experience

Flexible availability

A quick learner who enjoys the fast turnaround of our product ranges

Ability to work autonomously and collaboratively in a team environment

Excited to contribute to your store’s sales and profit targets

On offer:

Family & friends discount
Ongoing support from your leadership team
Online and on the job training
Opportunity to work with a variety of products & ranges

Your career is what you make it so to start with Spotlight today!


Advertised: 28 Sep 2020 AUS Eastern Standard Time
Applications close:","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
90,90,90,Rockingham - Christmas Casuals,City Beach Australia,Rockingham,WA,Rockingham WA,"Tue, 29 Sep 2020 03:07:44 GMT",A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers.,https://au.indeed.com/viewjob?jk=0d3d62cb005c5680&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-32.289803000000006,115.74499499999999,None,3.4,"At City Beach people are at the core of what we do, both our customers and our team. All are welcome under the City Beach roof where value is placed on individual style, teamwork, authenticity, adaptability and a desire to exceed expectations.
We stock some of the world's biggest brands across surf, skate, streetwear and fashion . Our stores are a hub that connect our customers to events, influencers and trends, allowing them to live life on their terms.
The role:
We are looking for Summer Team Members to join us over Christmas. To make sure our stores are always well-stocked and ready for customers, we have two different but equally important shifts: Customer Service and Behind the Scenes .
A day in the life:
Customer Service
Our team working the Customer Service shift are all about providing an exceptional customer experience, every time. These shifts will be offered while our stores are open, assisting customers with their selections, keeping our shopfloor neat and tidy, and working with the team to ensure every customer has a memorable experience at City Beach.
Behind the Scenes
A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers. With the help of some early starts and late finishes, team members working behind the scenes will focus on managing stock, filing and tidying the shopfloor and getting the store set up for promotions and sales.
We are looking for:
Our team members keep it simple by placing the experience of our customer at the forefront of everything they do.
Customer focused – A great customer experience is what we’re all about and we need authentic, confident and discerning team members to embody this in our stores.
Live the brand - Each of our team members is an extension of the City Beach family and plays an integral part in communicating who we are and what we’re about.
Embrace the crazy – Christmas is our busiest time of year and things can get a little wild. The ideal candidate for this role will be able to embrace the crazy and create order in it. Our team members enjoy a challenge and know how to take initiative in creating a solution.
The perks?
20% team member discount
Awesome competitions and sales incentives including overseas holidays, festival tickets, GoPro's and more
Opportunities to extend past Christmas, and become a long-term member of the City Beach crew
If you think you’re one of us, submit your application. We want to meet you!
Want to work with the best brands in street, skate & surf? Join us as a Christmas Casual to gain valuable experience & awesome discounts!","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
91,91,91,Whitford - Christmas Casuals,City Beach Australia,Hillarys,WA,Hillarys WA,"Tue, 29 Sep 2020 03:07:29 GMT",A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers.,https://au.indeed.com/viewjob?jk=f5dc67796e22f939&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-31.80698,115.74045,None,3.4,"At City Beach people are at the core of what we do, both our customers and our team. All are welcome under the City Beach roof where value is placed on individual style, teamwork, authenticity, adaptability and a desire to exceed expectations.
We stock some of the world's biggest brands across surf, skate, streetwear and fashion . Our stores are a hub that connect our customers to events, influencers and trends, allowing them to live life on their terms.
The role:
We are looking for Summer Team Members to join us over Christmas. To make sure our stores are always well-stocked and ready for customers, we have two different but equally important shifts: Customer Service and Behind the Scenes .
A day in the life:
Customer Service
Our team working the Customer Service shift are all about providing an exceptional customer experience, every time. These shifts will be offered while our stores are open, assisting customers with their selections, keeping our shopfloor neat and tidy, and working with the team to ensure every customer has a memorable experience at City Beach.
Behind the Scenes
A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers. With the help of some early starts and late finishes, team members working behind the scenes will focus on managing stock, filing and tidying the shopfloor and getting the store set up for promotions and sales.
We are looking for:
Our team members keep it simple by placing the experience of our customer at the forefront of everything they do.
Customer focused – A great customer experience is what we’re all about and we need authentic, confident and discerning team members to embody this in our stores.
Live the brand - Each of our team members is an extension of the City Beach family and plays an integral part in communicating who we are and what we’re about.
Embrace the crazy – Christmas is our busiest time of year and things can get a little wild. The ideal candidate for this role will be able to embrace the crazy and create order in it. Our team members enjoy a challenge and know how to take initiative in creating a solution.
The perks?
20% team member discount
Awesome competitions and sales incentives including overseas holidays, festival tickets, GoPro's and more
Opportunities to extend past Christmas, and become a long-term member of the City Beach crew
If you think you’re one of us, submit your application. We want to meet you!
Want to work with the best brands in street, skate & surf? Join us as a Christmas Casual to gain valuable experience & awesome discounts!","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
92,92,92,ALDI Smithfield Store Assistant,ALDI,Smithfield,SA,Smithfield SA,"Tue, 08 Sep 2020 03:51:00 GMT","A Retail Assistant at ALDI needs to be able to thrive in a fast paced, team environment and always be willing to go the extra mile for their customers and team.",https://au.indeed.com/viewjob?jk=4acb636f7991593a&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-34.68333,138.68333,$25.31 an hour,3.4,"At ALDI, our people are the key to our success.
We're looking for high energy team members who love to keep active and busy. A Retail Assistant at ALDI needs to be able to thrive in a fast paced, team environment and always be willing to go the extra mile for their customers and team. The role is physical in nature, so you'll need to enjoy hands-on work and meeting deadlines. Our shifts can start at 6am some mornings, and finish at 10pm others, so being flexible and available for those shifts is important. Being available to work any 5 out of 7 days is also something we are looking for. Finally, prior experience in a fast paced, retail environment will be viewed favourably; however a positive attitude and hardworking spirit are an absolute must.
What's in it for you?
Market leading remuneration - $25.31 per hour*
Be a part of a leading international retailer
Career opportunities in our rapidly growing store network including progression to Store Management Trainee
Extensive training and development.
Rotating roster and guaranteed contracted hours.
4 weeks annual leave
Work alongside friendly and supportive colleagues

You will be responsible for:
Maintaining and replenishing stock storewide
Operating manual pallet moving equipment
Merchandising stock storewide
Serving and assisting customers in a professional and efficient manner
Operating tills and calculating change manually

Hourly rate for Retail Assistants over 18 years of age.","<div class=""jobsearch-JobMetadataHeader-item""><span class=""icl-u-xs-mr--xs"">$25.31 an hour</span><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs""> -  Part-time</span></div>"
93,93,93,Macarthur - Christmas Casuals,City Beach Australia,Campbelltown,NSW,Campbelltown NSW,"Tue, 29 Sep 2020 03:07:44 GMT",A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers.,https://au.indeed.com/viewjob?jk=4d5faa1744428ebc&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-34.06667,150.81667,None,3.4,"At City Beach people are at the core of what we do, both our customers and our team. All are welcome under the City Beach roof where value is placed on individual style, teamwork, authenticity, adaptability and a desire to exceed expectations.
We stock some of the world's biggest brands across surf, skate, streetwear and fashion . Our stores are a hub that connect our customers to events, influencers and trends, allowing them to live life on their terms.
The role:
We are looking for Summer Team Members to join us over Christmas. To make sure our stores are always well-stocked and ready for customers, we have two different but equally important shifts: Customer Service and Behind the Scenes .
A day in the life:
Customer Service
Our team working the Customer Service shift are all about providing an exceptional customer experience, every time. These shifts will be offered while our stores are open, assisting customers with their selections, keeping our shopfloor neat and tidy, and working with the team to ensure every customer has a memorable experience at City Beach.
Behind the Scenes
A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers. With the help of some early starts and late finishes, team members working behind the scenes will focus on managing stock, filing and tidying the shopfloor and getting the store set up for promotions and sales.
We are looking for:
Our team members keep it simple by placing the experience of our customer at the forefront of everything they do.
Customer focused – A great customer experience is what we’re all about and we need authentic, confident and discerning team members to embody this in our stores.
Live the brand - Each of our team members is an extension of the City Beach family and plays an integral part in communicating who we are and what we’re about.
Embrace the crazy – Christmas is our busiest time of year and things can get a little wild. The ideal candidate for this role will be able to embrace the crazy and create order in it. Our team members enjoy a challenge and know how to take initiative in creating a solution.
The perks?
20% team member discount
Awesome competitions and sales incentives including overseas holidays, festival tickets, GoPro's and more
Opportunities to extend past Christmas, and become a long-term member of the City Beach crew
If you think you’re one of us, submit your application. We want to meet you!
Want to work with the best brands in street, skate & surf? Join us as a Christmas Casual to gain valuable experience & awesome discounts!","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
94,94,94,Springfield - Christmas Casuals,City Beach Australia,Springfield Lakes,QLD,Springfield Lakes QLD,"Tue, 29 Sep 2020 03:07:29 GMT",A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers.,https://au.indeed.com/viewjob?jk=88c935b07e12fe2d&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-27.66757,152.92488,None,3.4,"At City Beach people are at the core of what we do, both our customers and our team. All are welcome under the City Beach roof where value is placed on individual style, teamwork, authenticity, adaptability and a desire to exceed expectations.
We stock some of the world's biggest brands across surf, skate, streetwear and fashion . Our stores are a hub that connect our customers to events, influencers and trends, allowing them to live life on their terms.
The role:
We are looking for Summer Team Members to join us over Christmas. To make sure our stores are always well-stocked and ready for customers, we have two different but equally important shifts: Customer Service and Behind the Scenes .
A day in the life:
Customer Service
Our team working the Customer Service shift are all about providing an exceptional customer experience, every time. These shifts will be offered while our stores are open, assisting customers with their selections, keeping our shopfloor neat and tidy, and working with the team to ensure every customer has a memorable experience at City Beach.
Behind the Scenes
A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers. With the help of some early starts and late finishes, team members working behind the scenes will focus on managing stock, filing and tidying the shopfloor and getting the store set up for promotions and sales.
We are looking for:
Our team members keep it simple by placing the experience of our customer at the forefront of everything they do.
Customer focused – A great customer experience is what we’re all about and we need authentic, confident and discerning team members to embody this in our stores.
Live the brand - Each of our team members is an extension of the City Beach family and plays an integral part in communicating who we are and what we’re about.
Embrace the crazy – Christmas is our busiest time of year and things can get a little wild. The ideal candidate for this role will be able to embrace the crazy and create order in it. Our team members enjoy a challenge and know how to take initiative in creating a solution.
The perks?
20% team member discount
Awesome competitions and sales incentives including overseas holidays, festival tickets, GoPro's and more
Opportunities to extend past Christmas, and become a long-term member of the City Beach crew
If you think you’re one of us, submit your application. We want to meet you!
Want to work with the best brands in street, skate & surf? Join us as a Christmas Casual to gain valuable experience & awesome discounts!","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
95,95,95,Liquor Team Member,BWS,Glenelg,SA,Glenelg SA,"Tue, 29 Sep 2020 05:14:51 GMT","Whether it's in the way we connect with customers and help them find their special product, or present our stores to be the best place to shop, we believe every…",https://au.indeed.com/viewjob?jk=66c4fd7aeaff6e84&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-34.9818,138.515,None,3.4,"At BWS, we are passionate about Beer, Wine and Spirits


Whether it's in the way we connect with customers and help them find their special product, or present our stores to be the best place to shop, we believe every BWS team member has a vital role to play.
We want your passion for drinks to help drive and create memorable moments for our customers.
To best serve our customers, the ideal candidate will have good availability across the day, evenings and weekends.


Role of a Liquor Team Member
Our Team Members play an important role in solving customers’ drinks and special occasions needs through their exceptional passion for product, great customer focus and ability to engage with energy every day. Key responsibilities include:
Actively sharing your passion for products with our customers
Confidently recommending products to customers which meet their needs
Working as a cooperative team member, while helping others to learn
Ensuring a clean and safe working environment
Carrying out the physical tasks associated with the role
Upholding responsible service of alcohol guidelines


What You Need To Succeed
Ability to talk with customers confidently and authentically and provide appropriate solutions
You don’t need to be a drinks expert to join our team - but you do need to have a genuine interest in expanding your knowledge and bringing your ‘vibe’ to the team
We encourage our team members to own their careers - knowing your purpose is important to be successful in our business
Being clear how you can lead and make a difference, in any role in our business","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Part-time</span></div>"
96,96,96,Fresh Convenience Team Member,Woolworths Supermarkets,Manly West,QLD,Manly West QLD,"Mon, 28 Sep 2020 05:14:33 GMT","Whether you’re starting out, already on the way to achieving your goals or at the top of your game, we can help you build a brilliant retail career:",https://au.indeed.com/viewjob?jk=bf79ff91c2dd18aa&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-27.4655,153.1746,None,3.4,"Fresh Team Member

From meats and cheeses to antipasto, you’ll handle some delicious products.

Woolworths, a job is never just a job.

It’s the start of something bigger. There are over 128,000 of us, in the biggest cities and the tiniest towns. And each of us have an important role to play. If you have a passion for great customer service, a hunger to make a tangible difference and you’re looking for a place to develop, you could be who we’re looking for.

Who we are

Joining Woolworths Supermarkets means being a part of the wider Woolworths Group, which includes the businesses of BWS, Dan Murphy’s, Big W, Cellarmasters, ALH Group and Countdown (NZ). Which means you won’t have one opportunity with us, you’ll have thousands.

Why work with us

Whether you’re starting out, already on the way to achieving your goals or at the top of your game, we can help you build a brilliant retail career: If you’ve got goals, we’ve got all you need to succeed. You’ll find over a thousand career options, plus the learning encouragement and support for you to grow. We’re a team that is there for each other. By working alongside people you can learn from, you’ll grow and develop in a fun, supportive environment. Working with a diverse range of people in an industry facing rapid change, you’ll gain real-world experience and grow as a person. Whether it’s making customers smile, supporting Aussie farmers, or playing an important role in your local community, you’ll be doing a little good every day at Woolworths.

When you will be needed

Meeting the needs of our customers is our number one priority and right now we need new team members who can work between the hours below for this casual position.

Throughout the week and weekends essential.

Flexible availability outside the indicated hours may be required as per business needs or peak trading seasons.

What makes you right for Woolies

The right attitude is everything....
Genuine passion for food & shoppingCustomer first mentalityLove of teamwork and growing with othersFlexible and adaptable to changeWilling to work and reliable

Joining the Group

As an inclusive, team-first company, our people are at the core of everything we do.

We care deeply about creating a workplace where our team members feel valued, respected and empowered. We are committed to providing equal opportunity regardless of gender identity, ethnicity, disability, sexual orientation or life stage and we are proud to be recognised as a Gold Tier Employer in the Australian Workplace Equality Index for LGBTI inclusion.
As our Group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference.

We value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing.

We work hard to create a safe and inclusive environment for all, and most importantly, we're all about creating better experiences – for our customers and for each other.

We’d love to hear from You

If you meet a number of the requirements, but not all, we encourage you to submit your application. You can learn more about working with us on LinkedIn or via www.wowcareers.com.au. #LI

Our Talent Acquisition Team and Hiring Leaders kindly request no unsolicited resumes or approaches from Recruitment Agencies. Woolworths Group is not responsible for any fees related to unsolicited resumes.","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
97,97,97,Seasonal Casual - rebel - Maroochydore (Sunshine Plaza),Rebel,Sunshine Plaza,QLD,Sunshine Plaza QLD,"Thu, 10 Sep 2020 21:47:25 GMT",Boosting store sales through refill and store presentation. Seasonal Casual Retail Team Member - rebel - Maroochydore (Sunshine Plaza). Join us in our pursuit….,https://au.indeed.com/viewjob?jk=96ba72c53244c798&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-26.6546,153.0777,None,3.4,"Seasonal Casual Retail Team Member - rebel - Maroochydore (Sunshine Plaza)
Join a winning team this summer at rebel!
At rebel our passion for sport unites us, but we play our game differently… Join the team during our peak trading period between August 2020 and March 2021.
Australia has always been a sporting nation, and we are working hard to ensure our customers continue their passion for sports and fitness. We are proud to be involved in many local community initiatives and are lead sponsors for women in sports.
Join us in our pursuit…
Whether it’s running, training or spectating, our rebel team loves to share our passion of sports with our customers in a genuine manner.

We have multiple positions across Australia with a variety of roles.
Customer Service (register operator, customer service, and sales):
Engaging with our customers to provide helpful, friendly and accurate service and advice
Sharing your product knowledge and keeping up to date with current and new products within our range
Refill (Product receiving and processing):
Receipting of incoming stock and maintaining inventory levels
Boosting store sales through refill and store presentation
Working with the Management team to implement promotional activities and visual merchandising
Morning Fill or Night Fill (Early Morning 5am – 9am; or Evenings 5pm – 10pm):
Replenishment of products on the shop floor
Great attention to detail to ensure products are well stocked and neatly presented.
Adhering to safe manual handling practices
Ability to work in a fast paced environment to meet replenishment targets

Be rewarded with:
Significant discounts across all our brands
A vibrant, team oriented culture where we embrace and encourage new ideas
A great team benefits with our “Perks Program""

About Super Retail Group:
We are one of Australasia’s largest retailers and owner of iconic brands BCF, Macpac, rebel and Supercheap Auto. For more information click here.

Super Retail Group is proud to be an equal opportunity employer where we; support, promote and celebrate diversity.

Closing date subject to change.
#LI-DNI

Video","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Temporary, Contract, Casual</span></div>"
98,98,98,Carousel - Christmas Casuals,City Beach Australia,Cannington,WA,Cannington WA,"Tue, 29 Sep 2020 03:07:37 GMT",A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers.,https://au.indeed.com/viewjob?jk=425b94d125e6f18d&qd=hpn1PIYnYFUUyI3l1SSmTkclggrWbVEV7hJcqR2L7AEIdJ2MRDUC1Zp1xPdKTLHWLdQsa7ZzT1aaAFX9y97XuI0QcvHSgtqdYJZRGgPaA24&indpubnum=3864921654995829&atk=1ejdt3u3qt7j9800,-32.01878,115.93843000000001,None,3.4,"At City Beach people are at the core of what we do, both our customers and our team. All are welcome under the City Beach roof where value is placed on individual style, teamwork, authenticity, adaptability and a desire to exceed expectations.
We stock some of the world's biggest brands across surf, skate, streetwear and fashion . Our stores are a hub that connect our customers to events, influencers and trends, allowing them to live life on their terms.
The role:
We are looking for Summer Team Members to join us over Christmas. To make sure our stores are always well-stocked and ready for customers, we have two different but equally important shifts: Customer Service and Behind the Scenes .
A day in the life:
Customer Service
Our team working the Customer Service shift are all about providing an exceptional customer experience, every time. These shifts will be offered while our stores are open, assisting customers with their selections, keeping our shopfloor neat and tidy, and working with the team to ensure every customer has a memorable experience at City Beach.
Behind the Scenes
A Behind the Scenes shift is performed outside of store trade with a focus of ensuring that our stores are ready to open and be shopped by our customers. With the help of some early starts and late finishes, team members working behind the scenes will focus on managing stock, filing and tidying the shopfloor and getting the store set up for promotions and sales.
We are looking for:
Our team members keep it simple by placing the experience of our customer at the forefront of everything they do.
Customer focused – A great customer experience is what we’re all about and we need authentic, confident and discerning team members to embody this in our stores.
Live the brand - Each of our team members is an extension of the City Beach family and plays an integral part in communicating who we are and what we’re about.
Embrace the crazy – Christmas is our busiest time of year and things can get a little wild. The ideal candidate for this role will be able to embrace the crazy and create order in it. Our team members enjoy a challenge and know how to take initiative in creating a solution.
The perks?
20% team member discount
Awesome competitions and sales incentives including overseas holidays, festival tickets, GoPro's and more
Opportunities to extend past Christmas, and become a long-term member of the City Beach crew
If you think you’re one of us, submit your application. We want to meet you!
Want to work with the best brands in street, skate & surf? Join us as a Christmas Casual to gain valuable experience & awesome discounts!","<div class=""jobsearch-JobMetadataHeader-item""><span class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Casual</span></div>"
